key_person,name_last,name_first,name_given,birth_year,birth_month,birth_day,altname_type,altname_lang,altname_last,altname_first,altname_given,altname_matrilineal,altname_nick,altname_date_start,altname_date_end
0d98b547,Escalona,Javier,Javier,1925,,,alias,en,Flores,Javier,Javier,,,,
2864a527,De Leon,Juan,Juan C.,1980,6,24,alias,en,Flores,Manuel,Manuel E.,,,,
0e9b8331,Hannibal,Leo,Leo,1911,2,27,legal,en,Floyd,Leo,Leo Robert,,,,
95f2ca4d,Forrester,Jack,John Walker,1882,9,2,birth,en,Forester,Jack,John Walker,,,,
2b01cd71,Farless,Samuel,Samuel Irvin,1930,,,alt-spelling,en,Forless,Samuel,Samuel Irvin,,,,
d64bd55a,Forest,Percy,Percy,1916,11,8,alt-spelling,en,Forrest,Percy,Percy,,,,
ea38809c,Benson,Gene,Eugene Henry Fowlkes,1913,10,2,birth,en,Fowlkes,Gene,Eugene Henry,,,,
0e96c23e,Forwood,Walter,Walter H.,1921,,,alt-spelling,en,Foxwood,Walter,Walter H.,,,,
4cf13396,Gonzalez,Jose,Jose Luis,1977,11,17,alias,en,Franco,Jose,Jose,,,,
b2f99b7e,Jones,Sam,Samuel,1925,12,14,legal,en,Franklin,Daniel,Daniel Pore,,,,
c33a3d55,Frasinetti,James,James William,1932,,,alt-spelling,en,Fransinetti,James,James William,,,,
95a3e972,Freiberger,Arthur,Arthur Lewis,1928,8,6,alias,en,Frei,Arthur,Arthur Lewis,,,,
dc031e31,Frias,Adolfo,Adolfo Soto,1965,11,2,alias,en,Frias-Soto,Adolfo,Adolfo,,,,
803f307a,Freund,Frank,Lawrence Joseph,1875,7,5,alias,en,Friend,Lawrence,Lawrence J.,,,,
b9ff890b,McLean,Robert,Robert J.,1923,8,5,alias,en,Frith,Robert,Robert,,,,
7215aed2,Fox,Clarence,Clarence C.,1875,2,11,birth,en,Fuchs,Clarence,Clarence C.,,,,
bf1eb96b,Few,William,William E.,,,,alt-spelling,en,Fue,William,William E.,,,,
2aaf41b1,Vogel,A.,A.,,,,alt-spelling,en,Fugel,C.,C.,,,1906,1906
cc5a196e,Fullenwider,Phifer,Phifer,1886,12,13,alt-spelling,en,Fullenweider,Phifer,Phifer,,,,
8ab89f80,Fulenwider,Emmitt,Emmitt R.,1915,2,22,alt-spelling,en,Fullenwider,Emmett,Emmett,,,,
d5605eeb,Dalomba,Selah,Selah,,,,alias,en,Gabrielli-Delomba,Selah,Selah,,,,
30770344,Oliva,Jose,Jose,1971,3,3,alias,en,Galvez,Jose,Jose,,,,
df340345,Mento,Al,Alfredo,1978,2,21,alias,en,Garcia,Alfredo,Alfredo,,,,
bd206061,Martinez,Domingo,Domingo,1980,8,28,alias,en,Garcia,Angleidy,Angleidy,,,,
2c0c459e,Garcia-Luna,Frank,Francisco Javier,1973,4,6,alias,en,Garcia,Francisco,Francisco,,,,
b7dff9c2,Galindo,Guillermo,Guillermo,1933,,,alias,en,Garcia,Guillermo,Guillermo,,,,
43077723,Casilla,Santiago,Santiago,1980,7,25,alias,en,Garcia,Jairo,Jairo,,,,
517a439c,Barrero,Jose,Jose Israel,1998,4,5,birth,en,García,José,José Israel,Barrero,,,
49dbe90b,Abreu,Angel,Angel L.,1980,2,27,alias,en,Garcia,Rafaelito,Rafaelito,,,,
17938fea,Soriano,Victor,Victor,1958,4,1,alias,en,Garcia,Victor,Victor,,,,
a1e1f370,Stark,Henry,Henry S.,,,,alias,en,Garvin,Dick,Dick,,,1905,1905
f9acf37c,Sanchez,Eliseo,Eliseo,1937,6,14,alias,en,Garza,Eliseo,Eliseo,,,,
11db1da4,Garza,Raymundo,Raymundo,1928,3,29,alias,en,Garza,Ray,Ray,,,,
81485cf4,Garza,Regino,Regino,1926,,,alias,en,Garza Gomez,Regino,Regino,,,,
0a4fffe8,Gaston,Ryan,Ryan Dale,1977,5,24,legal,en,Gaston Hyde,Ryan,Ryan Dale,,,,
9fcd0607,Smith,Dick,Richard T.,1873,11,5,legal,en,Gavin,Tom,Thomas S.,,,,
df4e7708,Nwogu,Jordan,Jordan Chijioke,1999,3,10,legal,en,George-Nwogu,Jordan,Jordan Chijoke,,,,
42028c68,Martin,Cesar,Cesar A.,1979,6,21,alias,en,German,Cesar,Cesar A.,Martin,,,
a51723b0,Valdez,Edward,Edward Enrique,1980,2,8,alias,en,German,Rafael,Rafael A.,,,,
bb65146f,Greer,Ed,Edward,1863,7,29,legal,en,Gewehr,Adam,Adam Edward,,,,
9e6bde5a,Gomez,Luis,Luis Alfredo,1987,12,15,alias,en,Gil,Daniel,Daniel,,,2007,2009
b9db632b,Rodriguez,Orbandy,Orbandy,1988,9,29,alias,en,Gil,Manuel,Manuel,,,2008,2009
29e452a6,Rochefort,Ben,Bennett Harold,1896,8,15,alias,en,Gilbert,Ben,Bennett H. R.,,,,
f84c202e,Ghiladri,Edward,Edward,,,,alt-spelling,en,Gilhardi,Edward,Edward,,,,
e60d9bec,Dowling,Dave,David Barclay,1942,8,23,legal,en,Gill,Dave,David Barclay,,,,
11bb6905,Gaines,Samuel,Samuel,1923,7,22,birth,en,Ginzburg,Samuel,Samuel,,,,
f8b57138,Glassburner,William,William George,1875,10,23,birth,en,Glassbrenner,William,William George,,,,
cc698f93,Glenn,Ed,Edward C.,1860,6,15,legal,en,Glinn,Ed,Edward C.,,,,
f6163aa7,Glick,Lawrence,Lawrence M.,1903,8,21,legal,en,Glueck,Lawrence,Lawrence M.,,,,
5d1d1ec6,Gmutza,Stephen,Stephen W.,1928,1,23,alt-spelling,en,Gmatza,Stephen,Stephen W.,,,,
162e0bb6,Godlew,George,George S.,1918,,,legal,en,Godlewski,George,George S.,,,,
a2e78c66,Gockel,Gus,August Otto,1898,10,22,alt-spelling,en,Goeckel,Gus,August,,,,
cd304dc8,Goldasich,Paul,Paul J.,1912,4,10,alias,en,Golden,Paul,Paul J,,,,
baa689dd,Nelson,Barry,Barry D.,1968,8,24,alias,en,Goldman,Barry,Barry D.,,,1993,1995
80d74d63,Janicek,Lou,Louis H.,1918,4,22,alias,en,Goldman,Louis,Louis H.,,,,
ffc3661b,Baski,Edward,Edward Sylvester,,,,birth,en,Golembiewski,Edward,Edward Sylvester,,,,
6e088e0a,De Leon,Danilo,Danilo,1967,4,3,alias,en,Gonzales,Danilo,Danilo,,,,
1ffa0888,Montero,Carlos,Carlos Eduardo,1988,6,15,alias,en,Gonzalez,Edisson,Edisson,,,2007,2007
8c76650e,Gonzalez-Molina,J. J.,Juan Jose,2001,1,7,alias,en,Gonzalez,J. J.,Juan Jose,,,,
007efc5c,Gonzalez-Lopez,Jerry,Jerry,1985,10,30,alias,en,Gonzalez,Jerry,Jerry,,,,
81b936b3,Uribe,Jose,Jose Altagracia,1959,1,21,birth,en,Gonzalez,Jose,Jose,,,,
790c3079,Goodsoozian,Sam,Samuel,1931,4,28,alias,en,Goody,Samuel,Samuel,,,,
4eb157e6,Goossen-Brown,Justin,Justin,1996,4,4,alias,en,Goossen,Justin,Justin,,,,
709a21a2,Strange-Gordon,Dee,Devaris,1988,4,22,alias,en,Gordon,Dee,Devaris,,,,
2253dd14,Gordon,Colton,Colton Zimring,1998,12,20,alias,en,Gordon-Zimring,Colton,Colton,,,,
f2eca6cb,Goethe,Homer,Homer C.,1910,,,alt-spelling,en,Gothe,Homer,Homer C.,,,,
adda4d8b,Bartholemy,Al,Alfred Edward,1895,4,26,birth,en,Gottsacker,Alfred,Alfred Edward,,,,
ab704172,Gurriel,Yuli,Yulieski,1984,6,9,alt-spelling,en,Gourriel,Yulieski,Yulieski,Castillo,,,
7fbe4a00,Gazdziasksi,John,John,1918,,,alt-spelling,en,Gozdialski,John,John,,,,
9bd9720b,Grahovac,John,John Nicholas,1916,12,20,alias,en,Grahovich,John,John Nick,,,,
8ff6da1d,McMerrell,Edward,Edward,,,,alias,en,Green,Harry,Harry,,,,
6ffd1ac5,Green,Roy,Roy James,1887,8,8,birth,en,Green,Roy,Royal James,,,,
bde99d5c,Houghton,William,William H.,,,,alias,en,Green,William,William H.,,,1904,1904
2b35b93e,Stone,Burt,Burton,1928,6,21,legal,en,Greenstein,Burt,Burton,,,,
c0617d5c,DiGregorio,Frank,Frank William,1923,12,24,alias,en,Gregory,Frank,Frank William,,,,
71fd9f19,Grinnelli,Herb,Herb,,,,alt-spelling,en,Grinell,Herb,Herb,,,,
a5d998e3,Gronkiewicz,John,John Peter,,,,legal,en,Gronke,John,John Peter,,,,
e7e130f4,Jaust,John,John E.,1918,3,26,alias,en,Grzech,John,John E.,,,,
9c641e6e,Pacheco,Julio,Julio,1981,12,22,alias,en,Guerrero,Hector,Hector,,,,
b92e9849,Guevara,Alex,Alex,,,,alias,en,Guevara-Moya,Alex,Alex,,,,
54481a3b,Gridaitis,Toni,Anthony,1914,,,alt-spelling,en,Guidaitis,Anthony,Anthony,,,,
9256167c,Juney,Frank,Frank Louis,1893,2,14,birth,en,Guigni,Frank,Frank Louis,,,,
80ba35e2,Hack,Clarence,Clarence,1913,,,birth,en,Hackbarth,Clarence,Clarence,,,,
3af6d020,Hayes,Jim,James Charles,1912,12,18,legal,en,Haiz,James,James C.,,,,
ebb93ff1,Paek,In-cheon,In-cheon,1943,11,27,alias,en,Haku,Jinten,Jinten,,,,
1270cdc0,Lukens,Al,Albert P.,1868,11,15,legal,en,Hall,Al,Prince Albert,,,,
5ee7ed00,Alderman,Dal,Dallas Geer,1884,10,16,alias,en,Hallman,Dal,Dal,,,1907,1907
5df9deda,Hallan,William,William E.,,,,alt-spelling,en,Hallon,William,William E.,,,,
dcc5a838,Hamilton,Eppie,George,1900,,,alias,en,Hampton,Eppie,George,,,,
f497d129,Hanta,Carlton,Carlton Haruo,1931,4,20,alias,en,Handa,Haruo,Haruo,,,1958,1962
d46d9564,Drury,Ed,Edward,1884,9,,alias,en,Hanlon,Edward,Edward,,,,
69b40a7a,Martell,Doc,Leon Alphonsus,1883,6,29,alias,en,Hanlon,Jack,Jack,,,,
60a3207a,Hannafin,Larry,Lawrence Joseph,1879,8,14,alt-spelling,en,Hannifan,Lawrence,Lawrence Joseph,,,,
e0b5a47e,Hannan,Donald,Donald E.,1916,,,alt-spelling,en,Hannon,Donald,Donald E.,,,,
78e2c8b3,Hanscomb,Eddie,Edmund Clark,1872,8,27,birth,en,Hanscom,Edmund,Edmund Clark,,,,
6aaa5657,Kaniw,Kacaw,Kacaw,1987,5,20,alias,en,Hao,Zheng-Cheng,Zheng-Cheng,,,,
f1f67774,Hape,Virgil,Virgil W.,1912,10,15,alt-spelling,en,Hapes,Virgil,Virgil W.,,,,
43a09ff4,Dean-Hargroves,Jonah,Jonah,1996,10,22,alias,en,Hargroves,Jonah,Jonah,,,2015,2017
9769cd0f,Dixon,Jake,Jake,2000,7,5,birth,en,Harrell,Jake,Jake Dixon,,,,
b4c525ff,Feye,George,George,1881,5,,alias,en,Harris,R.,R.,,,1903,1903
1e81ae47,Horowitz,Herbert,Herbert,1929,,,alias,en,Harrow,Herbert,Herbert,,,,
20ca2c46,Hart,William,William Fredrick,1890,5,18,birth,en,Harth,William,William Fredrick,,,,
872f7c97,Hartmann,Ed,Edward Reinhold,1918,1,31,birth,en,Hartmann,Adolph,Adolph Reinhold,,,,
01060b75,Dethlefsen,John,John David,,,,alias,en,Hartsell,John,John,,,,
b3d9fe35,Hollingsworth,Wallace,Wallace Oscar,1873,2,1,alias,en,Hatfield,Wallace,Wallace O.,,,,
12206890,Heavern,Robert,Robert Anthony,1926,4,19,legal,en,Havern,Robert,Robert Anthony,,,,
df5bf15e,Duverge,Salvadore,Salvadore Anibal,1976,5,14,alias,en,Hawkins,Salvadore,Salvadore Anibal,,,,
36ce5beb,Derl,Hay,E. Hay,,,,alt-spelling,en,Hay,Derl,Derl E.,,,,
f74e70d8,Hughes,Harry,Harry,1890,1,29,alias,en,Hayes,Harry,Harry,,,1912,1912
636c277b,Casagrande,Thomas,Thomas E.,1930,6,4,birth,en,Hayes,Thomas,Thomas E.,,,,
ec71c945,McGilvray,Bill,William Alexander,1883,4,29,alias,en,Hayes,William,William A.,,,1903,1904
3c224e43,Sano,Motokuni,Motokuni,1958,3,6,birth,en,Hazakakis,Cristo,Cristo Horace,,,,
9595a4eb,Hazelton,Doc,Willard Carpenter,1876,8,28,alt-spelling,en,Hazleton,Doc,Willard Carpenter,,,,
ef967e63,Heckinger,James,James E.,1925,,,alt-spelling,en,Hechinger,James,James E.,,,,
29c2d736,Heiligenstein,Barney,Bernard George,1928,10,17,alias,en,Heiley,Bernard,Bernard,,,,
22da3561,Heinrichs,Darren,Darren,1978,2,6,alt-spelling,en,Heinricks,Darren,Darren,,,,
0c50ab40,Helgeth,Benny,Bernard Joseph,1901,11,15,birth,en,Hellgeth,Benny,Bernard Joseph,,,,
bed683ce,Thebo,Tony,Antonio Valle,1881,9,1,alias,en,Henderson,,,,,1913,1918
bce6961c,Henderson,Raymond,Raymond,1995,12,27,alias,en,Henderson-Lozano,Raymond,Raymond,,,,
957d4da0,Henderson,Rickey,Rickey Nelson Henley,1958,12,25,birth,en,Henley,Rickey,Rickey Nelson,,,,
92ec8fce,Gil,Ronny,Ronny Antonio,1989,3,15,alias,en,Hernandez,Grabiel,Grabiel,,,2009,2009
171fb04d,Hernandez,Roberto,Roberto,1980,8,30,legal,en,Hernandez,Robert,Robert,,,,
c88f27d8,Herell,John,John Bob,1924,1,17,alt-spelling,en,Herrell,John,John B.,,,,
d76a2100,Herrman,Sam,Sam,,,,alt-spelling,en,Herrmann,Sam,Sam,,,,
67e95301,Hettesheimer,Vernon,Vernon F.,,,,alias,en,Hetty,Vernon,Vernon F.,,,,
982ed387,Carey,Andy,Andrew Arthur,1931,10,18,birth,en,Hexem,Andy,Andrew Arthur,,,,
86cb2ff7,Solís,Sammy,Samuel Robert,1988,8,10,birth,en,Hickey,Sammy,Samuel Robert,,,,
a6f78b5a,Hicks,Rowe,Rowe,1876,2,22,alias,en,Hicks,Roy,Roy H.,,,,
2e96d2f7,DiNicola,Harrison,Harrison Hager,1997,4,28,birth,en,Hill,Harrison,Harrison Hager,,,,
6d04a2f4,Hirai,Saburo,Saburo,1923,9,4,alias,en,Hirai,Masaaki,Masaaki,,,,
387cc6fb,Hirano,Kenji,Kenji,1927,9,16,alias,en,Hirano,Norimatsu,Norimatsu,,,,
263ae827,Hirano,Kahi,Kahi,,,,alias,en,Hirano,Trevor,Trevor,,,,
53db1bfa,Hirono,Mamoru,Mamoru,1940,11,21,alias,en,Hirono,Tsubasa,Tsubasa,,,,
dd4f4918,Hisano,Goji,Goji,1943,5,21,alias,en,Hisano,Tsuyoshi,Tsuyoshi,,,,
804babcc,Hummey,John,John B.,1923,,,birth,en,Hmurovich,John,John B.,,,,
f81b4f62,Hoefken,Lester,Lester,1919,,,alt-spelling,en,Hoeffken,Lester,Lester,,,,
8c8e937f,Hoffman,John,John William,1923,11,30,alt-spelling,en,Hoffmann,John,John William,,,,
8c8e937f,Hoffman,John,John William,1923,11,30,alt-spelling,en,Hofmann,John,John William,,,,
c82970e9,Celusta,Walter,Walter,1913,,,alias,en,Hogan,Walter,Walter,,,,
b3d9fe35,Hollingsworth,Wallace,Wallace Oscar,1873,2,1,alias,en,Holly,Wallace,Wallace,,,,
bbf1bff8,Hollander,Bill,William,1891,12,9,alias,en,Holly,William,William,,,1911,1911
8ea1300f,Nelson,Red,Albert Francis,1886,5,19,birth,en,Horazdovsky,Albert,Albert W.,,,,
a0e75d28,Hoshiyama,Shintoku,Shintoku,1938,7,7,alias,en,Hoshiyama,Yoshinori,Yoshinori,,,,
deb10361,Hulin,Harry,Henry Valentine,1860,12,11,alias,en,Howard,Harry,Harry,,,,
43fdb9ca,Howie,Will,William,,,,alt-spelling,en,Howey,William,William,,,,
e435a9ff,Houtz,Bill,William Earl,1924,7,29,alias,en,Howitz,Bill,Bill,,,1949,1949
26af2ba3,Hoyniski,Stanley,Stanley M.,1915,3,27,alt-spelling,en,Hoynitski,Stanley,Stanley M.,,,,
e1d29878,Lafferty,Sam,Sam,,,,alias,en,Hueston,Sam,Sam,,,,
61bee920,Walkup,Jim,James Huey,1895,11,3,alias,en,Huey,Jim,Jim,,,,
5f96ec05,Sylvester,Louis,Louis,1880,8,8,alias,en,Hughes,,,,,1906,1906
d884618c,Bowe,Lefty,Randolph,1918,12,18,alias,en,Hunter,Randolph,Randolph,,,,
ffb9fa5b,Hutson,Don,Donald Montgomery,1913,1,31,legal,en,Hutchinson,Don,Donald Montgomery,,,,
b8e2f360,Hyodo,Tadashi,Tadashi,1934,8,9,alias,en,Hyodo,Kiyoshi,Kiyoshi,,,,
2c464230,Imholz,Jim,James Henry,1929,,,alt-spelling,en,Imholtz,Jim,James Henry,,,,
2d114edb,Bartola,Lou,Louis Joseph,1917,10,14,birth,en,Intrabartola,Louis,Louis J.,,,,
ce524755,Trava,Joseph,Joseph,,,,legal,en,Intravatolo,Joseph,Joseph,,,,
3f7f34e4,Iwanicki,Bob,Robert J.,1916,,,alt-spelling,en,Ivanicki,Robert,Robert J.,,,,
d328afa1,Ivy,Mel,Melvin,1914,4,28,legal,en,Ivanski,Mel,Melvin,,,,
cbdae0ea,Maeoka,Kinya,Kinya,1937,8,13,birth,en,Izaki,Kinya,Kinya,,,,
a1d0c1b0,Jacobs,Mike,Elmore Michael,1876,4,17,legal,en,Jacob,Mike,Elmore Michael,,,,
7e55266e,Matos,Osiris,Osiris G.,1984,8,6,alias,en,Jaquez,Eddi,Eddi R.,,,,
e644454a,Griffing-Jarvis,Brent,Brent,,,,alias,en,Jarvis,Brent,Brent,,,2015,2015
b2e7cbbe,Jefferies,Henry,Henry,,,,alt-spelling,en,Jeffries,Henry,Henry,,,,
de2bb5d7,Czajkowski,Joseph,Joseph N.,1928,,,alias,en,Jelly,Joseph,Joseph,,,,
8185a42a,Lovio,Jesus,Jesus Manuel,1936,,,alias,en,Jenks,Jay,Jay,,,,
333d538d,Morley,Bill,William M.,1890,1,23,legal,en,Jennings,Morley,William Morley,,,,
3d9cb207,Clauser,Earl,William Earl,1893,3,14,alias,en,Jiggs,,,,,1915,1915
3587e25c,Jimenez,Ramon,Ramon A.,,,,alt-spelling,en,Jiminez,Ramon,Ramon A.,,,,
8e465230,Deller,Phil,Phillip J.,1879,7,5,alias,en,Johns,,,,,1904,1904
d5932415,Leday,A. J.,Anthony Darnell,1973,2,17,alias,en,Johnson,A. J.,Anthony Darnell,,,,
0ab9897c,Johnson,Jimmy,Clark James,1918,12,20,alias,en,Johnson,Jimmy,James Clark,,,,
45dd3d7b,Johnston,Trey,Ronald Allen,1985,7,4,alias,en,Johnston,Ronald,Ronald A.,,,2003,2004
740988d8,Cable,Frank,Frank Stavely,1878,4,1,alias,en,Jones,,,,,1904,1904
d2603e6c,Jordan,Russell,Russell F.,1917,,,alt-spelling,en,Jordon,Russell,Russell F.,,,,
f70cfc2f,Jorgens,Arndt,Arndt Ludwig,1905,5,18,legal,en,Jorgensen,Arndt,Arndt Ludwig,,,,
752ef4e5,Shaw,T. B.,T. B.,,,,legal,en,Jost,,,,,,
ea730a31,Ruiz,José,José Julio,1985,3,24,alias,en,Julio-Ruiz,Jose,Jose,Barzan,,,
02f664dd,Jumelles,Edduar,Edduar Antonio,1977,12,23,alias,en,Jumelles,Victor,Victor Manuel,,,,
f3673906,Jung,Sung Ki,Sung Ki,1979,8,6,alias,en,Jung,Jin,Jin,,,2013,2013
2060469c,Juskiewicz,Alan,Alan J.,1938,3,28,alias,en,Justin,Alan,Alan J.,,,,
7c5c5c24,Jusits,Charles,Charles,,,,alt-spelling,en,Justis,Charles,Charles,,,,
f216afb0,Cazen,Walter,Walter Edward,1908,9,29,birth,en,Kaczynski,Wladyslaw,Wladyslaw,,,,
bf57ae61,Ohara,Heishu,Heishu,1984,4,16,legal,en,Kang,Byeong-soo,Byeong-soo,,,,
fb9c36f4,Kang,Jung Ho,Jung Ho,1987,4,5,alt-spelling,en,Kang,Jeong-ho,Jeong-ho,,,,
c69210bd,Kapuscinski,William,William Edward,1930,,,alias,en,Kapp,William,William Edward,,,,
42e8db6e,Kakareka,Chester,Chester A.,1922,4,23,alt-spelling,en,Kareka,Chester,Chester A.,,,,
396721c0,Kasper,Ronald,Ronald J.,1941,7,23,birth,en,Kasperowski,Ronald,Ronald J.,,,,
939151af,Kasprzyk,Edward,Edward G.,1926,,,alias,en,Kasprzyk,Edward,Edward G.,,,,
699c1741,Yasaki,Takuya,Takuya,1994,12,31,alias,en,Kato,Takuya,Takuya,,,,
fd7faab8,Kats,Bill,William G.,1915,2,18,birth,en,Katsilometes,Bill,William G.,,,,
07e57210,Koval,Tom,Thomas J.,1915,3,7,birth,en,Kavalauskas,Tom,Thomas J.,,,,
d0c9cab8,Kavanaugh,Gene,Eugene H.,1916,,,alt-spelling,en,Kavanagh,Gene,Eugene H.,,,,
de784586,King,Husky,Herbert Auburn,1875,1,,birth,en,Kelley,H. A.,H. A.,,,,
8314c67e,Kelly,James,James Francis,1928,4,4,alt-spelling,en,Kelley,James,James Francis,,,,
599695cd,Kelly,Bob,Robert Eugene,1926,11,14,alt-spelling,en,Kelley,Robert,Robert Eugene,,,,
29200c1f,Kolley,William,William A.,1860,5,,alt-spelling,en,Kelley,William,William A.,,,1885,1885
1e69dd82,Kellman,Leon,Edric Oscarlea,1918,7,11,alt-spelling,en,Kellman,Leon,Edrick,,,,
bf526c5e,Nelson,Ray,Raymond,1875,8,4,alias,en,Kellogg,Ray,Raymond,,,1903,1903
3de636f6,Reeder,Frank,Frank Elmer,1883,4,9,alias,en,Kelly,Joe,Joe,,,,
7c0bc0fa,Kenny,Kenneth,Kenneth Eugene,1913,,,alt-spelling,en,Kenney,Kenneth,Kenneth,,,,
68fb3493,Kensecki,Len,John Allen,1918,10,7,alt-spelling,en,Kensecke,Len,John Allen,,,,
c9413e23,Kepler,Max,Maximilian,1993,2,10,alias,en,Kepler-Rozycki,Max,Maximilian,,,2010,2010
be896e41,VandeKerchove,Gilbert,Gilbert,1926,7,3,alt-spelling,en,Kerchove,Gilbert,Gilbert,,,,
08c68ab4,Refsnyder,Rob,Robert Daniel,1991,3,26,birth,en,Kim,Jung-tae,Jung-tae,,,,
2a4082f7,Tanaka,Minoru,Minoru,1967,6,3,legal,en,Kim,Sil,Sil,,,,
9b151a31,Kimble,Jack,John Edward,1904,12,31,alt-spelling,en,Kimball,John,John E.,,,,
be8eebff,Kimble,John,John Wesley,1870,,,alt-spelling,en,Kimball,John,John Wesley,,,,
4bf99240,Kimball,Jack,John Andrew Jackson,1887,5,5,birth,en,Kimbell,Jack,John Andrew Jackson,,,,
8c4be869,Kimbrel,Al,Albert,,,,alt-spelling,en,Kimbrell,Albert,Albert,,,,
1ff61578,Kensel,Tay,Taylor Lewis,1881,1,5,birth,en,Kinsel,Taylor,Taylor Lewis,,,,
b30a3de5,Kirsch,William,William F.,,,,legal,en,Kirschnick,William,William F.,,,,
2c014d4a,Cole,Ed,Edward William,1909,3,22,alias,en,Kisloski,Edward,Edward,,,,
61cc4238,Kister,Tom,Thomas,1920,,,alt-spelling,en,Kistor,Thomas,Thomas,,,,
ddd07d5e,Klark,Donald,Donald,1933,,,birth,en,Klarkowski,Donald,Donald,,,,
2ce6ae47,Klark,Theodore,Theodore,,,,legal,en,Klarkowski,Theodore,Theodore,,,,
aff1af44,Kloza,John,John Clarence,1903,9,7,legal,en,Klojzy,Jan,Jan,,,,
9a9edda0,Coombs,Edward,Edward,,,,alias,en,Klosowski,Edward,Edward,,,,
08a60157,Kluch,Bill,William Aloysius,1906,10,21,legal,en,Klucharich,Bill,William Aloysius,,,,
406feb71,Knorr,Jack,John Grant,1869,2,8,birth,en,Knarr,Jack,John Grant,,,,
2fcef52f,Hodge,Simon,Simon Gorger,1961,9,28,alias,en,Knight,Simon,Simon Gorger,,,,
359ecd5d,Yoshimura,Mototomi,Mototomi,1962,4,17,alias,en,Ko,Won-bu,Won-bu,,,,
675a78c5,Kobayashi,Mitsuru,Mitsuru,1978,12,10,alt-spelling,en,Kobayashi,Mitsuru,Mitsuru,,,,
ddaee79b,Kuo,Dai Chi,Dai Chi,1981,10,16,alias,en,Kociang,Kanas,Kanas,,,,
9c578ad0,Beam,Pete,Victor Peter,1902,6,28,birth,en,Koehler,Pete,Victor Peter,,,,
5b96ef1e,King,Willis,Willis T.,,,,legal,en,Koenigsmark,A.,A.,,,,
500561a0,Koopman,Charlie,Charles,1885,,,alt-spelling,en,Koepmann,Charles,Charles,,,,
07da4140,Cullop,Nick,Henry Nicholas,1900,10,16,legal,en,Kohlhepp,Henry,Henry Nicholas,,,,
bda4efd7,Cocash,John,John Frank,1883,11,5,birth,en,Kokesh,John,John Frank,,,,
